annual_spending,frequency_purchases,avg_order_value,days_since_last_purchase,customer_lifetime_months,customer_id,cluster,anomaly
5496.714153011233,53.577873603482836,68.11144682411266,6.513977233290704,47.259405671711974,CUST_0000,2,False
15188.797126957166,55.60784526368234,600.1562279763388,3.1556693516447494,29.80746326139151,CUST_0001,3,True
5647.688538100692,60.830512431752766,100.10487399436366,6.73921184021132,37.1534493232918,CUST_0002,2,False
6523.029856408026,60.53802052034903,100.93961187529484,7.711275717609902,30.45269653553949,CUST_0003,2,False
4765.846625276664,36.22330632042909,90.99869057041512,5.826869806447402,30.786045270812213,CUST_0004,2,False
4765.863043050819,40.62174960084877,112.45699864694997,8.753591625116131,32.28993451837633,CUST_0005,2,False
6579.2128155073915,55.1503526720866,78.6475914123481,3.452421601792854,38.665605259604554,CUST_0006,2,False
5767.434729152908,55.13785950912209,97.15241029957413,2.510690593377166,30.255016540038273,CUST_0007,2,False
4530.525614065048,55.150476863060476,102.40591263423798,1.4425595021914428,51.06907350688225,CUST_0008,2,True
5542.560043585965,88.52731490654722,110.28877668117498,7.9920886229783665,25.264712373365953,CUST_0009,2,True
4536.5823071875375,55.70890510693167,114.2322975617778,6.308731312708115,33.75754027006369,CUST_0010,2,False
4534.270246429744,61.35565640180599,77.50715816324262,4.8888306581790895,30.7232273007099,CUST_0011,2,False
5241.962271566034,59.54001763493203,69.31771658528756,5.5599372526396404,53.3637346122448,CUST_0012,2,False
3086.719755342202,56.51391251305798,125.55353643797018,2.749021905403247,38.358657318138896,CUST_0013,2,False
3275.082167486967,46.84730755359654,106.64628023959183,9.891503959233653,48.38213447362362,CUST_0014,2,False
4437.712470759027,57.589692204932675,85.03026926886892,5.258442363950455,18.173275523556335,CUST_0015,2,False
15217.247001554333,42.27174785462428,482.92596994857183,5.218789589209786,39.20460319043111,CUST_0016,3,True
5314.247332595274,47.63181393259991,102.31349268585717,6.451533247797384,46.675569547481246,CUST_0017,2,False
4091.9759244787892,45.14636452170897,123.58594368127653,5.962018463473426,36.98740787130509,CUST_0018,2,False
3587.6962986647086,50.81874139386323,101.35036962820217,5.447768048558263,48.78576450078421,CUST_0019,2,False
17858.91648559765,73.14658566673509,418.1567680096066,3.4190510891093764,29.792538598795534,CUST_0020,3,True
4774.223699513464,31.32734807408252,135.10681684886407,5.942936714271991,52.912169282226955,CUST_0021,2,True
5067.528204687924,56.86260190374514,95.02071703041852,8.764048992950068,63.58677748343101,CUST_0022,2,True
3575.251813786543,33.87284128810349,119.43141901908712,7.690840092309955,31.64593727472409,CUST_0023,2,False
4455.617275474818,45.280681342105666,112.90751899170294,8.186373253278795,30.65396974319074,CUST_0024,2,False
5110.922589709866,60.889505969673664,127.37263115064698,3.9775686471376295,53.44061372541241,CUST_0025,2,True
160.31037579705807,104.35329836264341,6.00371838079105,3.020790359482838,54.95486574876855,CUST_0026,2,True
5375.698018345672,39.22255222070694,113.72102919996878,4.748426159800704,29.72567967416078,CUST_0027,2,False
4399.361310081195,42.84696290740032,121.16848973699176,5.111449824577389,30.957758194849713,CUST_0028,2,False
4708.306250206723,56.79597748934676,64.82521027153771,7.188383036941897,32.61858469367391,CUST_0029,2,False
4398.293387770603,42.69633368282864,76.3348297466845,1.6150707405703613,19.866593867588676,CUST_0030,2,False
6852.278184508938,52.16458589581975,59.21535644479799,8.059100638921228,24.97617664218962,CUST_0031,2,False
4986.502775262066,50.45571839903814,94.61186331110885,4.683984202842021,23.950310798975185,CUST_0032,2,False
3942.2890710440997,43.483996523941826,114.35084511591924,4.14623786010516,26.78642921875046,CUST_0033,2,False
5822.544912103189,71.43944089325325,130.04714104192055,2.975791249479665,35.583781351358624,CUST_0034,2,True
3779.1563500289776,56.33919022318011,101.4818956083955,1.6902866562684613,38.81057679043825,CUST_0035,2,False
5208.863595004756,29.74857413342393,132.57231091142583,6.646341167923829,54.606005913768925,CUST_0036,2,True
3040.3298761202245,51.86454314769428,72.39797083570217,5.146635934376808,24.01975151113451,CUST_0037,2,False
3671.8139511015697,43.38213535231612,65.9323512128969,2.4200782005178922,47.81186878171901,CUST_0038,2,False
281.4652441452157,125.02962575602973,4.770706972977704,2.409842455872768,33.43213386929389,CUST_0039,2,True
5738.466579995411,42.07479261567299,107.68130897878615,4.328430601419743,35.40643548417081,CUST_0040,2,False
5171.368281189971,48.85263558533101,99.34610503811814,8.338043050578786,44.097833905999245,CUST_0041,2,False
4884.351717611759,55.049872789804574,58.65115799920247,4.48081729727279,22.527335741252415,CUST_0042,2,False
4698.896304410711,58.657551941701215,98.21759920974424,1.9937140937637876,40.58891695420861,CUST_0043,2,False
3521.4780096325726,37.997035929442234,73.91060998990294,4.508513871828112,37.99742649855667,CUST_0044,2,False
4280.155791605292,46.654987641590516,113.39345097660077,4.454552860504659,41.90941516809779,CUST_0045,2,False
4539.3612290402125,45.25054688839044,107.33196492193696,0.3937732858831433,39.470023726893814,CUST_0046,2,False
6057.122226218916,43.46670767426288,81.2024042734529,4.8914102669643755,65.46360167893073,CUST_0047,2,True
5343.6182895684615,67.65454240281096,89.72266165326613,4.538130939582644,28.347120188984206,CUST_0048,2,False
14382.270079129385,54.049817109609556,311.02953572470875,6.3924127296268365,29.62803653997819,CUST_0049,3,True
5324.083969394795,37.391160456649544,98.74641805453656,8.69791218989069,28.522313682902826,CUST_0050,2,False
4614.917719583684,59.17861947054776,119.10284641002477,7.253130059095515,29.334274570076943,CUST_0051,2,False
4323.077999694041,71.22156197012633,80.28547907328912,4.462222618890339,28.351354472321788,CUST_0052,2,False
5611.6762888408675,60.32465260551147,110.08093031035689,2.7869481825166593,50.26819837329062,CUST_0053,2,True
6030.999522495951,34.80630034045987,89.39484763255118,10.14671960649972,53.04605097587826,CUST_0054,2,True
5931.280119116199,45.15765927133749,84.14254335475312,5.118436868028977,29.151044475006284,CUST_0055,2,False
4160.782476777362,62.669111491866225,97.85939280090885,5.027858583825893,26.011733122749256,CUST_0056,2,False
4690.787624148786,42.92330534381219,79.29515355161251,4.951749825779993,41.65698667663685,CUST_0057,2,False
5331.263431403564,54.43819428146229,88.92701389305635,5.39616952153571,29.373323468628346,CUST_0058,2,False
5975.545127122359,57.74634053429337,76.04244214822303,4.711279176152115,43.59518181306613,CUST_0059,2,False
4520.82576215471,40.730695284219166,139.2945026583278,3.8526759862395275,38.435076250215594,CUST_0060,2,False
4814.341023336183,49.404746439382,100.70527103943458,3.9062821175192157,17.811070620033217,CUST_0061,2,False
3893.6650259939715,17.58732659930927,86.00548984014829,4.934493459568003,54.57006241596074,CUST_0062,2,True
3803.7933759193293,39.756123586657104,104.27959821468444,3.91315045773247,57.55053207714626,CUST_0063,2,True
5812.525822394198,47.4743184860684,97.7534390061834,3.5743084346456713,28.646535714187365,CUST_0064,2,False
6356.240028570823,37.52216818035151,95.58060800933553,5.212860455383794,31.34758128076819,CUST_0065,2,False
204.54973130747828,94.23757797121057,7.908239506796855,4.490045565158289,39.43038468869886,CUST_0066,2,True
6003.532897892024,35.69858622039367,115.1501542009461,8.007985977165378,40.0134814798443,CUST_0067,2,False
5361.636025047634,45.599555133030165,89.38997704778944,0.301939616786024,43.902531272073965,CUST_0068,2,False
4354.880245394876,51.30740577286091,88.4836351871064,7.1830137038449235,60.1224544651962,CUST_0069,2,True
5361.395605508414,64.41273289066116,94.49896605696712,7.492170384995259,33.87663327007141,CUST_0070,2,False
6538.036566465969,35.6413784882056,53.9615767052883,0.8532195351837011,26.420433065538553,CUST_0071,2,True
4964.173960890049,61.63163752154959,69.69617875602896,4.314624811839303,19.448169263825672,CUST_0072,2,False
6564.643655814007,50.10233061019587,127.3374853488905,4.257118268008417,27.228839520696972,CUST_0073,2,False
2380.2548959102555,40.18491348952049,132.89935427002567,2.1849766105643575,35.60247632551444,CUST_0074,2,True
5821.9025043752235,54.62103474263271,95.01927920887243,3.444366624818249,57.53469436221345,CUST_0075,2,True
5087.047068238171,51.9905969557347,111.53113926111533,2.7788483090683425,29.788664411565943,CUST_0076,2,False
4700.992649534132,43.99783122841205,106.22500309087073,8.504540886847245,38.68545541966678,CUST_0077,2,False
5091.760776535502,50.69802084990019,161.57761616910477,6.871356786294922,35.80292524712698,CUST_0078,2,False
3012.4310853991074,46.1468640313824,122.39149822869153,7.543110189988317,50.26071928137701,CUST_0079,2,False
4780.328112162488,51.13517345251248,97.44164817038467,6.44334412808647,66.32318911048347,CUST_0080,2,True
